0	0	1	1	0
0	0.1	0.997502	0.997502	0
0	0.2	0.990025	0.990025	0
0	0.3	0.977626	0.977626	-2.22045e-16
0	0.4	0.960398	0.960398	1.11022e-16
0	0.5	0.93847	0.93847	-1.11022e-16
0	0.6	0.912005	0.912005	1.11022e-16
0	0.7	0.881201	0.881201	1.11022e-16
0	0.8	0.846287	0.846287	1.11022e-16
0	0.9	0.807524	0.807524	-2.22045e-16
0	1	0.765198	0.765198	-1.11022e-16
0	1.1	0.719622	0.719622	1.11022e-16
0	1.2	0.671133	0.671133	0
0	1.3	0.620086	0.620086	0
0	1.4	0.566855	0.566855	1.11022e-16
0	1.5	0.511828	0.511828	1.11022e-16
0	1.6	0.455402	0.455402	-5.55112e-17
0	1.7	0.397985	0.397985	0
0	1.8	0.339986	0.339986	5.55112e-17
0	1.9	0.281819	0.281819	-5.55112e-17
0	2	0.223891	0.223891	2.77556e-17
0	2.1	0.166607	0.166607	2.77556e-17
0	2.2	0.110362	0.110362	8.32667e-17
0	2.3	0.0555398	0.0555398	2.77556e-17
0	2.4	0.00250768	0.00250768	1.23599e-16
0	2.5	-0.0483838	-0.0483838	1.73472e-16
0	2.6	-0.096805	-0.096805	2.498e-16
0	2.7	-0.142449	-0.142449	-2.77556e-17
0	2.8	-0.185036	-0.185036	-1.11022e-16
0	2.9	-0.224312	-0.224312	-5.55112e-17
0	3	-0.260052	-0.260052	0
0	3.1	-0.292064	-0.292064	5.55112e-17
0	3.2	-0.320188	-0.320188	0
0	3.3	-0.344296	-0.344296	-5.55112e-17
0	3.4	-0.364296	-0.364296	-1.11022e-16
0	3.5	-0.380128	-0.380128	0
0	3.6	-0.391769	-0.391769	0
0	3.7	-0.39923	-0.39923	1.24345e-14
0	3.8	-0.402556	-0.402556	5.55112e-17
0	3.9	-0.401826	-0.401826	-5.55112e-17
0	4	-0.39715	-0.39715	0
0	4.1	-0.38867	-0.38867	-5.55112e-17
0	4.2	-0.376557	-0.376557	5.55112e-17
0	4.3	-0.361011	-0.361011	0
0	4.4	-0.342257	-0.342257	-5.55112e-17
0	4.5	-0.320543	-0.320543	0
0	4.6	-0.296138	-0.296138	1.11022e-16
0	4.7	-0.269331	-0.269331	-1.11022e-16
0	4.8	-0.240425	-0.240425	8.32667e-17
0	4.9	-0.209738	-0.209738	5.55112e-17
0	5	-0.177597	-0.177597	8.32667e-17
